,Store_Name,Address,Timings,Latitude,Longitude,Phone_number
42,"Reliance Digital - Amravati Land Mark Mall, Amravati","Reliance Digital, Tapadiya City Centre, Badnera Road, Saturna, Amravati 444607, Maharashtra",Mon-Sun 11:00 AM-10:00 PM,20.9001438,77.7484105,9021056092
43,"Jio Store - Shegaon Naka, Venus Plaza, Amravati","Jio Store, Shop No 28, Ground Floor, Venus Plaza, Shegaon Naka, Amravati 444601",Mon-Sun 10:00 AM-10:00 PM,20.9514176,77.7616862,9082713393
44,"Jio Store - Parasai Road, Chhindwara","Jio Store, shop no.18,jiji bai complex,parasia road,satkar chowk,chindwara 466001",Mon-Sun 10:00 AM-10:00 PM,22.05836,78.93591,9993970780
45,"Jio Store - Desbandhu Ward, Gondia","Jio Store, Desbandhu Ward,durga chowk, Gondia",Mon-Sun 10:00 AM-10:00 PM,21.4595,80.1921,9082702101
46,"Jio Store - Mishra Complex G N Road, Seoni","Jio Store, 454775 Pithampur 480661",Mon-Sun 10:00 AM-10:00 PM,22.07872,79.54486,8815358844
47,"Jio Store - Turning Point, Achalpur","Jio Store, Turning Point Sheet No 23 Above Bank of Baroda Plot No.10/ 2 Achalpur 444806",Mon-Sun 10:00 AM-10:00 PM,21.28,77.51,9372757991
48,"Jio Store - Nirmal, Nirmal","Jio Store, House No 1-2-69/2 Ground floor Chinna Gate, Opposite Bus Depot Nirmal town, AdilabadDistrict Nirmal 400080",Mon-Sun 10:00 AM-10:00 PM,19.0926703,78.3463946,9082708313
49,"Jio Store - Civil Lines Link Road, Betul","Jio Store, Gurunanak Road,Infront of Bajaj Showroom,Civil Line, Betul,(M.P.) 460001",Mon-Sun 10:00 AM-10:00 PM,21.899258,77.901652,9082703187
50,"Jio Store - Jaistambh Road, Karanja","Jio Store, Satyam Nazul Sheet No 18 Plot No 26, Mouza Karanja Jaistambh Road, Karanja Taluka Karanja District Washim Karanja 444105",Mon-Sun 10:00 AM-10:00 PM,20.29,77.29,9082702019
51,"Jio Store - Main Road, Balaghat","Jio Store, Old punjab bank,opp. Bahubali-baghrecha complex,balaghat 481001",Mon-Sun 10:00 AM-10:00 PM,21.8144605,80.1927433,7000209202
52,"Jio Store - Sarni, SARNI","Jio Store, Shop 1 Near Hero Motor Corp At Ward No 3, Khasra No 61/31 Rakwa 0020 Hq.Bagdona",Mon-Sun 10:00 AM-10:00 PM,22.123725013,78.105737418,9082714502
53,"Jio Store - Shriram Sankul, Anjangaon","Jio Store, Shop No. 15 Shriram Sankul Near Bank of India ATM OPP.Akvira bank old bus stand Akot Road 444705",Mon-Sun 10:00 AM-10:00 PM,21.16,77.3,7020703201
54,"Resq Service Center - Mancherial, Mancherial","ResQ Service center, Royal Techno Services, Sy No. 364, Sri Sri Nagar, Sunnambattiwada, Mancherial 504208, Telangana",Mon-Sun 09:30 AM-09:30 PM,18.867446,79.457455,0
55,"Reliance Digital - Naspur, Mancherial","Reliance Digital, Ground & First Floor, Sy. No. 54/A1, Naspur Village, Mancherial 504208, Telangana",Mon-Sun 11:00 AM-10:00 PM,18.861454,79.464326,9866475349
56,"Jio Store - Yava Road, Jagtial","Jio Store, House No 3-6-196/1, Nizambad Road Opp.Bus Stand, Jagityal Karimnagar Dist, Jagtial",Mon-Sun 10:00 AM-10:00 PM,18.79012,78.914,9082714403
57,"Jio Store - Shivaji Chowk, Washim","Jio Store, Mandhane Building Sr.No /Sheet No 99 Plot No 478, 241 /267 Shivaji Chowk Ward No 19, Opp Girnar Complex Near Old Balaji Temple Dist Washim 444505",Mon-Sun 10:00 AM-10:00 PM,20.11,77.13,9082701516
58,"Jio Store - Lakshmi Nagar Store, Not assigned","Jio Store, H.N 18 5 188/A, Lakshmi Nagar, Godavari Khani, Karimnagar District Alaknanda Shopping Complex, Near Tara. Pin 505209",Mon-Sun 10:00 AM-10:00 PM,18.748165,79.5106716,9082704800
59,"Reliance Digital - JR Mall, Armoor","Reliance Digital, Ground & First Floor, No. 1-1-6 - 17, Sy. Nos. 401/69, 401/1 /416 /2, Bus Depot Area, Armoor 503224, Telangana",Mon-Sun 10:00 AM-10:00 PM,18.78821,78.29186,9100946569
60,"Jio Store - NH-16 Road Mamidipally, Armoor(Kotarmoor)","Jio Store, Shop/Unit/Sy No 99/AA G P No 4-71/B-9 (Part), NH-16 Road Mamidipally, Armoor Nizamabad District, Armur 503224",Mon-Sun 10:00 AM-10:00 PM,18.7854226,78.29431734,9082702028
61,"Jio Store - Tilak Road, Aksa Height, Akola","Jio Store, Aqsa Heights, Shop N. G 1, Opp Old Cotton Market, Tilak Road, Akola 444001",Mon-Sun 10:00 AM-10:00 PM,20.7130428,77.0223695,9175990909
62,"Jio Store - Jatharpeth Chowk, Akola","Jio Store, Shop SH 4,Swami Arcade Complex, Jatharpet Chowk, Akola 444005",Mon-Sun 10:00 AM-10:00 PM,20.7148952,77.0152891,9922796793
63,"Jio Store - Sai Gopal Complex, Akot","Jio Store, Ground Floor Sai Gopal Complex, Plot No 23 / 5 Sheet No 10, Near Bajaj Finance ST Station Road, Akot Taluka Akot District Akola, Akot, 444101",Mon-Sun 10:00 AM-10:00 PM,21.09,77.05,9082700861
64,"Jio Store - Soni House, Hingoli","Jio Store, Soni House, Post Office Road, Near Jain Mandir, Hingoli 431701",Mon-Sun 10:00 AM-10:00 PM,19.71,77.14,9604528233
65,"Jio Store - Opp Universal, Nizamabad","Jio Store, H. No. 5 6 361, Saraswathi Nagar, Nizamabad 503003",Mon-Sun 10:00 AM-10:00 PM,18.67443469,78.1071981,9082707030
66,"Resq Service Center - Pragathinagar, Nizamabad","Resq Service Center, Varun Techno Services, 51181 Old 56524 New, Near Passport Office, Pragathinagar, Nizamabad 503001, Telangana",Mon-Sun 09:30 AM-09:30 PM,18.671651,78.106272,0
67,"Reliance Digital - Nizamabad, Nizamabad","Reliance Digital, No. 254/259, 2nd Floor, Vinayaka Nagar, Nizamabad 503001, Telangana",Mon-Sun 11:00 AM-10:00 PM,18.664875,78.109459,7337329970
68,"Jio Store - Vinayaka Nagar, Nizamabad","Jio Store, H No 1 13 384, Vinayak Nagar, Hyderabad Road, Nizamabad 503001",Mon-Sun 10:00 AM-10:00 PM,18.6625238,78.1124863,9082701591
69,"Jio Store - Anupam Nagar, Rajnandgaon","Jio Store, Digvijay Stadium Road , Anupam Nagar Ward 19 Ranjandgaon 491441",Mon-Sun 10:00 AM-10:00 PM,21.0908,81.0202,9082708297
70,Reliance Digital - Karimnagar,"Reliance Digital, No. 1342, 1347, 1348B & 1349, Opposite SRR Government College, Vivekanandapuri, Karimnagar 505001, Telangana",Mon-Sun 11:00 AM-10:00 PM,18.45604,79.11785,7680076916
71,"Resq Service Center - Karimnagar, Karimnagar","Resq Service Center, Laptop Care, No. 10-3-506, Ground Floor, Opp.  RTC Work Shop, Near S R R Government College, Jagityal Road, Karimnagar 505001, Telangana",Mon-Sun 09:30 AM-09:30 PM,18.4543685,79.1137039,0
72,"Jio Store - Captian Vijay Raghunadhan Road, Karimnagar","Jio Store, H NO. 2 6 289, Near Inspection Bunglow, Captain Vijay Raghunadhan Road,Karimnagar, Telangana 505001",Mon-Sun 10:00 AM-10:00 PM,18.4380586,79.1277225,9082704995
73,"Resq Service Center - Nanded, Nanded","ResQ Service Center, Pranav Enterprises, 561/1, Airport Road, Nanded 431605, Maharashtra",Mon-Sun 09:30 AM-09:30 PM,19.17568,77.322814,0
74,"Jio Store - New Mondha, Hingoli naka, Nanded","Jio Store, Shop No 3, Ashwan Building, MGM College Road, Hingoli Naka, Nanded 431605",Mon-Sun 10:00 AM-10:00 PM,19.172935011,77.322195645,9082703890
75,"Jio Store - Taroda Naka, Shramsafalay, Nanded","Jio Store, Shop No 2, Shyamsaflya, Maniknagar Bus Stop, Chaitanyanagar Road, Taroda (Bk), Nanded 431605",Mon-Sun 10:00 AM-10:00 PM,19.1838989,77.306262,9082711362
76,"Jio Store - ITI Road ,ITI Tower, Nanded","Jio Store, Shop No 206, Shukla Complex, Near Iti, Iti Road, Nanded 431602",Mon-Sun 10:00 AM-10:00 PM,19.1677472,77.3049462,9082711370
77,"Reliance Digital - Lothiya Complex, Nanded","Reliance Digital, Lothiya Complex, Shivaji Nagar, Next to Dominos Pizza, Nanded 431602, Maharashtra",Mon-Sun 11:00 AM-10:00 PM,19.1668522,77.3052127,7755904129
78,"Jio Store - Opp. Collector office, Nanded","Jio Store, Shop No 2, Shraddha Building, Opp Collector Office, Nanded 431602",Mon-Sun 10:00 AM-10:00 PM,19.153806,77.3126885,9082711389
79,"Jio Store - Opp RTC Bus Depot, Bodhan","Jio Store, H. No.:-4-2-331 Opp RTC Bus Depot Main Road Bodhan 503185",Mon-Sun 10:00 AM-10:00 PM,18.65770273,77.8954559,9082706691
80,"Jio Store - Ilahi Manzil, Basmat","Jio Store, Ilahi Manzil, Shop No. 01, Near Mama Chowk, Station Road, Basmath Dist: Hingoli 431512",Mon-Sun 10:00 AM-10:00 PM,19.32,77.15,9082706228
81,"Jio Store - Veer Bhagat Singh Chowk, Shegaon","Jio Store, Watika chowk, khamgawn road shegaw,near punam hotel , shegaw",Mon-Sun 10:00 AM-10:00 PM,20.79,76.68,9082714063
82,"Jio Store - Geetha Bhavan, Karimnagar","Jio Store, 7 4 422/1, Geeta Bhavan Circle, Karimnagar 505001",Mon-Sun 10:00 AM-10:00 PM,18.4369992,78.1225299,9082707745
83,"Jio Store - Main Market, Itarsi","Jio Store, Shop No.1 Ground Floor Near State Bank Of India 3rd Line Main Market Itarsi 461111",Mon-Sun 10:00 AM-10:00 PM,22.61073,77.76942,9082701467
84,"Jio Store - Vivekananda Colony, Kamareddy","Jio Store, H.No.5-5-74 , Vivekananda Colony, Main Road Kamareddy Nizamabad. Pin: 503111",Mon-Sun 10:00 AM-10:00 PM,18.32403958,78.33288631,9082706628
85,"Reliance Digital - Kamareddy, Kamareddy","Reliance Digital, Ground, First & Second Floor, No. 5-4 123, Ward No. 29, Beside Muncipal Office, NH 7 Road, Kamareddy 503111, Telanagana",Mon-Sun 10:00 AM-10:00 PM,18.322676,78.333409,9390105276
86,"Jio Store - Indira Market (Station Road), Durg-Bhilainagar","Jio Store, Shop No 1, Ground Floor, Raja Bada, Plot No 92/1 2, Station Road, Durg 491001",Mon-Sun 10:00 AM-10:00 PM,21.1905226,81.2807042,9082709493
87,"Reliance Digital - Durg, Durg","Reliance Digital, Ground Floor, First Floor & Second Floor, Jundutt, Infra, Indra Market Road, Polsayapara, Durg 491001, Chhattisgarh",Mon-Sun 10:00 AM-10:00 PM,21.191402,81.281387,9752097136
88,"Jio Store - Akola Bazar, Khamgaon","Jio Store, SHOP 1  BULDHANA URBAN CO OP CREDIT SOC, GANDHI CHOWK, AKOLA BAZAR, Khamgaon 444303",Mon-Sun 10:00 AM-10:00 PM,20.705433,76.568126,9082703602
89,"Jio Store - R.K. Heights, Gurdwara Rd, Durg-Bhilainagar","Jio Store, Ground Floor, RK Heights, Amdi Mandir Ward, Station Road, Durg 491001",Mon-Sun 10:00 AM-10:00 PM,21.1979528,81.2884367,9082704495
90,"Jio Store - Mukta Nagar, Durg-Bhilainagar","Jio Store, Shop No 5, Ground Floor, Matto Shri Complex, Maharaja Chowk, Mukt Nagar, Durg 491001",Mon-Sun 10:00 AM-10:00 PM,21.1743876,81.2959327,9082703684
91,"Reliance Digital - Treasure Island, Bhilai","Reliance Digital, Shop Nos. G 01, 02 and 03, Lower Ground Floor, Treasure Island Mall, Junwani, Bhilai 490020, Chhattisgarh",Mon-Sun 11:00 AM-10:00 PM,21.218027,81.32271,9752097136
92,"Jio Store - Rogi Kalyan Samiti, Mandla","Jio Store, housing board colony,shop no. 3manhidra tractor agency ke samne 481661",Mon-Sun 10:00 AM-10:00 PM,22.60691,80.37021,8305951763
93,"Jio Store - Supela (Dakshin Gangotri), Durg-Bhilainagar","Jio Store, Shop No A 45, Dakshin Gangotri Complex, Suphela, Bhilai, Durg 490023",Mon-Sun 10:00 AM-10:00 PM,21.2057406,81.349625,9082704494
94,"Reliance Digital - Laxmi Heights, Bhilai","Reliance Digital, Plot No. A-7, Akash Ganga, Supela, Bhilai, Durg 490023, Chhattisgarh",Mon-Sun 11:00 AM-10:00 PM,21.2062528,81.3514249,8770591721
95,"Resq Service Center - Contractor Colony, Durg","Resq Service Center,  Aditya Star Sales & Services, Plot No. 5-67, Contractor Colony, GE Road, Supela Bhilai, Durg-Bhilainagar 490023, Chhattisgarh",Mon-Sun 09:30 AM-09:30 PM,21.2088853,81.3551348,0
96,"Jio Store - GE Road, BHILAI","Jio Store, Plot No. 20, Shastri Nagar Camp No. 1, G E RoadBhilai 490023",Mon-Sun 10:00 AM-10:00 PM,21.208039,81.3618409,9082704165
97,"Jio Store - Jugani Complex, Hoshangabad","Jio Store, Shop No.2 Jugani Complex Infront Of Railway Station Hoshangabad (MP) 461001",Mon-Sun 10:00 AM-10:00 PM,22.75218113,77.71750562,9082708903
98,"Reliance Digital - Siddipet, Siddipet","Reliance Digital, Ground & First Floor, No. 12-3192/1, Mohinpura Street, Medak Road, Siddipet, Medak 502103, Telangana",Mon-Sun 11:00 AM-10:00 PM,18.1041,78.8444,6305801143
99,"Jio Store - Medak Road, Siddipet","Jio Store, Shop No 9-1-90 Ground Floor, Medak Road, Siddipet Medak District, Siddipet 502103",Mon-Sun 10:00 AM-10:00 PM,18.1016069,78.8484686,0
100,"Jio Store - Harda, Harda","Jio Store, Ground Floor, Shop No. 1, SLG Tower, Near Ghanta Ghar, Harda 461331, Madhya Pradesh",Mon-Sun 10:00 AM-10:00 PM,22.336294,77.088969,9326940337
101,"Jio Store - Station Road, Parbhani","Jio Store, Sai Shraddha Complex, SR No.92/2831, Shop No. 3,Near Peda Hanuman Temple, Station road. 431401",Mon-Sun 10:00 AM-10:00 PM,19.2599259,76.7738757,9404770983
102,"Jio Store - Rambag Sadar, Dhamtari","Jio Store, Ratan Complex Rambag Chowk , Dhamtari 493773",Mon-Sun 10:00 AM-10:00 PM,20.6976,81.5525,9082701221
103,"Reliance Digital - Hanumakonda, Warangal","Reliance Digital, 5-11-503 and 504, Kakatiya University Cross Road, Lashkar Singaram Village, Hanumakonda, Warangal 506001, Telangana",Mon-Sun 11:00 AM-10:00 PM,18.0203969,79.5513725,8978963171
104,"Reliance Digital - Asian Sridevi Mall, Warangal","Reliance Digital, First Floor, Asian Sridevi Mall, Asian Sridevi Multiplex, Balasamudram, Patnam Road, Hanamkonda, Warangal 506001, Telanagana",Mon-Sun 10:00 AM-10:00 PM,18.0045612,79.5629359,6301855211
105,"Jio Store - Hanumakonda RTC Bus Stand , Warangal","Jio Store, 6 8 198, Hanumakonda Chowrastha, Warangal Dist, Andhra Pradesh 506001",Mon-Sun 10:00 AM-10:00 PM,18.00528,79.57067,8928443738
106,"Jio Store - Subedari, Warangal","Jio Store, No 1 7 682, Subedari, Hanmakonda, Warangal City & Corporation, Warangal 506002",Mon-Sun 10:00 AM-10:00 PM,17.9957442,79.5494065,9082711883
107,"Jio Store - Pragathinagar, Warangal","Jio Store, H No 24 7 215, Pragathi Nagar, Kazipet, Warangal City & Corporation, Warangal 506003",Mon-Sun 10:00 AM-10:00 PM,17.9898295,79.5333988,9082704571
108,"Resq Service Center - Orsu Sai Nagar Colony, Warangal","Resq Service Center, Raylite Solution, 12/8/298/14/5, Survey No. 579/A - 581 B, Orsu Sai Nagar Colony, Hunter Road, Warangal 506002, Telangana",Mon-Sun 09:30 AM-09:30 PM,17.9878236,79.5673039,0
109,"Reliance Digital - Jakotia, Warrangal","Reliance Digital, Jakotia Complex, Ground Floor, Shop Nos. 11-18 47-52, Pochamma Maidan, Vasavi Colony, MG Road, Warangal 506002, Telangana",Mon-Sun 11:00 AM-10:00 PM,17.989035,79.599979,6303921332
110,"Jio Store - JPN Rd, Warangal","Jio Store, Municipal No 8 11 194/1 Situated At Jpn Road, Warangal City & Corporation, 506002",Mon-Sun 10:00 AM-10:00 PM,17.9784191,79.5986904,9082712101
111,"Reliance Digital - South Avenue, Jabalpur","Reliance Digital, 36/4, South Avenue Mall, First Floor, Narmada Road, Jabalpur 482002, Madhya Pradesh",Mon-Sun 11:00 AM-10:00 PM,23.124103,79.927313,9752412838
112,"Jio Store - Sunder Nagar, Raipur","Jio Store, Ground Floor, Orbit Tower, Mahadev Ghat Road, Sunder Nagar, Raipur 492013, CH",Mon-Sun 10:00 AM-10:00 PM,21.234302,81.610286,9372763101
113,"Jio Store - Maruti Business Park, Thatibandh, Raipur","Jio Store, Shop No B 1, Ground Floor, Maruti Business Park, Nazul Land Block No 27, 30 & 31, Plot No 8 & 2, Raj Kumar College, Ge Road, Raipur 492099",Mon-Sun 10:00 AM-10:00 PM,21.2437515,81.6117476,9082711794
114,"Jio Store - Madan Mahal Jabalpu, Jabalpur","Jio Store, Ground Floor  Shop no 8, Krishna deep Complex, Narsingh Ward Madan Mahal Crossing, JABALPUR",Mon-Sun 10:00 AM-10:00 PM,23.156996,79.918007,9324805204
115,"Jio Store - Gorakhpur Bazaar, Jabalpur","Jio Store, Shop No 7, Ground Floor, Chopra Chambers, Bunglow No 655, Katanga Crossing, Napier Town, Gorakhpur, Jabalpur 482002",Mon-Sun 10:00 AM-10:00 PM,23.1516093,79.9362966,9082709231
116,"Resq Service Center - Jabalpur, Jabalpur","Resq Service Center, Gayatri Enterprises, Flat No. 4, Block A, Dutt Appartment, Sneh Vihar, Napier Town, Jabalpur 482001, Madhya Pradesh",Mon-Sun 09:30 AM-09:30 PM,23.15833,79.92825,0
